Wall time,Step,Value
1688822771.510845,422507,3.70238995552063
1688823681.2939532,423468,3.2970499992370605
1688823947.529078,423753,3.6417899131774902
1688825167.9301126,425032,3.5014100074768066
1688825169.5460963,425037,3.654360055923462
1688825729.1555061,425619,3.642169952392578
1688826564.903892,426499,3.6205899715423584
1688826645.1598747,426576,3.630229949951172
1688827101.8744533,427057,3.6030499935150146
1688827524.1195471,427487,3.741420030593872
1688828183.7984836,428173,3.299190044403076
1688828267.0572946,428260,3.266590118408203
1688828571.1002939,428575,3.596640110015869
1688830014.580315,430077,3.4617300033569336
1688830069.2573345,430132,3.5033600330352783
1688830131.192257,430196,3.60263991355896
1688830653.2652483,430732,3.601370096206665
1688831961.841877,432073,3.268120050430298
1688832151.9782367,432271,3.569930076599121
1688833463.1695144,433612,3.5831100940704346
1688834503.6922328,434670,3.618880033493042
1688834737.3382375,434911,3.5378599166870117
1688835339.1784387,435523,3.5868899822235107
1688835445.7167902,435630,3.746540069580078
1688835486.3883262,435672,3.470170021057129
1688836015.884325,436211,3.7819700241088867
1688838106.7085607,438309,3.6638801097869873
1688838621.9677243,438826,3.6765899658203125
1688840863.659785,441080,3.5520899295806885
1688841676.5162423,441890,3.74606990814209
1688842038.0498943,442251,3.572890043258667
1688842077.9929998,442290,3.342519998550415
1688842324.1983578,442537,3.468549966812134
1688842424.685508,442637,3.5140299797058105
1688842441.652321,442655,3.2350399494171143
1688842844.6075256,443055,3.4965999126434326
1688843578.036163,443786,3.6237800121307373
1688843629.6007864,443840,3.6289100646972656
1688844670.578121,444876,3.48511004447937
1688845151.6897707,445352,3.678040027618408
1688845218.936614,445420,3.297329902648926
1688847336.0892103,447504,3.5099198818206787
1688848233.851007,448395,3.431849956512451
1688848481.606719,448641,3.5632400512695312
1688848851.098471,448998,3.658750057220459
1688849082.4924152,449222,3.5609700679779053
1688849297.7854853,449432,3.5490798950195312
1688850331.235786,450433,3.4720299243927
1688850369.5244899,450466,3.539249897003174
1688851875.7407417,451927,3.4313199520111084
1688852213.7367752,452253,3.590980052947998
1688852524.0019886,452549,3.5785999298095703
1688853066.2066605,453074,3.6975600719451904
1688853235.5204747,453235,3.3185501098632812
1688854043.643194,454020,3.436840057373047
1688854435.7962356,454399,3.581389904022217
1688855776.484321,455676,3.5954198837280273
1688857586.6624272,457417,3.63346004486084
1688858673.9540598,458450,3.52170991897583
1688858734.155559,458503,3.449579954147339
1688860290.2302396,459982,3.5006799697875977
1688860695.4043891,460367,3.611949920654297
1688861367.5949295,461005,3.6791601181030273
1688861703.4576545,461322,3.359649896621704
1688862066.2855809,461664,3.3376901149749756
1688862923.0152867,462471,3.593139886856079
1688863830.0803983,463316,3.53695011138916
1688863850.614146,463334,3.8468399047851562
1688865122.4166977,464524,3.638319969177246
1688866995.6657465,466271,3.452320098876953
1688867650.8857832,466887,3.4609498977661133
1688867835.1926847,467062,3.6449899673461914
1688868701.4470432,467881,3.437619924545288
1688869449.652221,468580,3.7155799865722656
1688869470.0650084,468601,3.4481699466705322
1688869923.169611,469021,3.693959951400757
1688870317.6655717,469394,3.27554988861084
1688870893.8175802,469934,3.378040075302124
1688873032.4291806,471935,3.4343299865722656
1688873269.9549677,472161,3.4852099418640137
1688873623.3779168,472493,3.4820799827575684
1688873792.9788084,472649,3.3003199100494385
1688873907.5033474,472755,3.386970043182373
1688874023.2365768,472866,3.4622299671173096
1688876814.8795743,475482,3.3757100105285645
1688877721.2941637,476326,3.693279981613159
1688877841.428886,476440,3.726219892501831
1688878086.5307047,476664,3.3108599185943604
1688878339.3808846,476898,3.5464799404144287
1688878579.6604834,477123,3.3606600761413574
1688878588.2248852,477133,3.337090015411377
1688879029.4279718,477537,3.4406399726867676
1688880050.3057003,478489,3.4763600826263428
1688880314.8188522,478738,3.610840082168579
1688880644.8104875,479040,3.438040018081665
1688880777.4827437,479163,3.510159969329834
1688881453.871645,479796,3.409329891204834
1688882114.453964,480407,3.404010057449341
1688882577.9596817,480835,3.4077999591827393
1688882906.877483,481146,3.366300106048584
1688883082.0171456,481308,3.5431699752807617
1688883170.7829428,481386,3.3589000701904297
1688886987.0731962,484941,3.6912200450897217
1688887021.956089,484970,3.419379949569702
1688887136.9074917,485080,3.400279998779297
1688888695.0381446,486527,3.533289909362793
1688889102.7285683,486902,3.4435300827026367
1688890741.6971736,488434,3.61296010017395
1688891183.1018271,488839,3.25669002532959
1688892724.7487411,490272,3.361219882965088
1688892932.6400583,490464,3.450439929962158
1688892993.49153,490516,3.4371299743652344
1688893650.5778782,491128,3.293020009994507
1688895080.6240504,492462,3.4930500984191895
1688896953.8901885,494205,3.7003800868988037
1688897031.1513712,494285,3.4929800033569336
1688897540.0929039,494755,3.4503300189971924
1688899338.0415473,496442,3.74783992767334
1688900628.3796787,497651,3.2797000408172607
1688901708.465759,498666,3.3984100818634033
1688901936.7186577,498883,3.318150043487549
1688902191.4423554,499119,3.4897799491882324
1688903863.081298,500680,3.283989906311035
1688904563.4919174,501336,3.5705199241638184
1688904619.2841024,501389,3.25570011138916
1688904906.2444031,501655,3.6551599502563477
1688905923.2928805,502609,3.3694400787353516
1688906257.96458,502919,3.5893499851226807
1688906921.581742,503542,3.627619981765747
1688907533.474012,504120,3.47625994682312
1688909628.2310863,506075,3.3442699909210205
1688911746.1242275,508048,3.4365599155426025
1688912483.4162548,508733,3.383579969406128
1688913018.959044,509232,3.601370096206665
1688913590.5399783,509768,3.5164599418640137
1688913590.8529932,509769,3.4598100185394287
1688914303.6861622,510433,3.451359987258911
1688914369.8151507,510495,3.339940071105957
1688914764.7044015,510868,3.4804000854492188
1688915107.9432714,511190,3.405329942703247
1688915776.6196868,511809,3.250649929046631
1688916906.3400488,512863,3.5978200435638428
1688918124.022396,514272,3.6730499267578125
1688918230.7456136,514461,3.771509885787964
1688918816.7755675,515505,3.404330015182495
1688918828.5368567,515528,3.5804901123046875
1688918921.3388767,515684,3.4979801177978516
1688919404.8115118,516528,3.4615700244903564
1688919457.2899928,516625,3.556770086288452
1688919632.294204,516939,3.646130084991455
1688920458.6685262,518409,3.6532299518585205
1688920689.4513102,518804,3.317650079727173
1688920706.5646517,518841,3.424180030822754
1688920728.9193277,518881,3.6504199504852295
1688920804.1595542,519008,3.4670701026916504
1688920840.1436646,519076,3.262269973754883
1688921802.145218,520762,3.551870107650757
1688923320.6987147,523398,3.539289951324463
1688923409.48893,523547,3.336940050125122
1688923413.2968016,523554,3.2997000217437744
1688923622.9130907,523936,3.294480085372925
1688924363.427644,525205,3.2876999378204346
1688924642.17648,525674,3.4739201068878174
1688926030.8728998,528016,3.436650037765503
1688926539.201777,528866,3.549069881439209
1688926619.5413194,528996,3.502549886703491
1688926803.9452646,529296,3.1313300132751465
1688926872.161183,529414,3.5456600189208984
1688926957.5285249,529564,3.4612300395965576
1688927472.9224632,530407,3.5216400623321533
1688927549.2791045,530532,3.5122199058532715
1688928338.6949594,531825,3.3902900218963623
1688928852.2114613,532668,3.4523301124572754
1688928942.4137788,532809,3.471640110015869
1688929003.0534968,532908,3.8722500801086426
1688929182.4752278,533189,3.281749963760376
1688929335.60044,533432,3.5716700553894043
1688929850.7673073,534255,3.3085999488830566
1688930137.0715537,534695,3.6855099201202393
1688931095.5469048,536232,3.4128799438476562
1688931355.3954844,536641,3.415869951248169
1688931565.2373652,536963,3.5130300521850586
1688931822.4957302,537363,3.479059934616089
1688931866.4153283,537431,3.6605799198150635
1688932844.0594077,538962,3.3328800201416016
1688933386.1974158,539809,3.498569965362549
1688933470.1336327,539936,3.3045198917388916
1688934098.983816,540892,3.329430103302002
1688934596.4572015,541648,3.5302000045776367
1688935170.0723233,542522,3.596479892730713
1688935514.9369643,543047,3.555039882659912
1688936007.110377,543779,3.402129888534546
1688936924.550105,545140,3.334739923477173
1688937418.8321056,545866,3.3552000522613525
1688938112.272176,546881,3.614880084991455
1688938362.1564872,547247,3.545949935913086
1688938562.7883658,547535,3.1077098846435547
1688939190.1376271,548443,3.5350000858306885
1688939897.7325625,549464,3.4405200481414795
1688940077.997081,549729,3.332050085067749
1688940749.2474473,550682,3.5541601181030273
1688942247.0760918,552801,3.2298200130462646
1688942613.2646961,553307,3.470319986343384
1688942786.562482,553546,3.327660083770752
1688943594.3755093,554674,3.5221900939941406
1688943695.1291158,554813,3.319689989089966
1688943984.5103285,555213,3.3110098838806152
1688944948.6698575,556544,3.2493700981140137
1688945237.5696638,556933,3.5334599018096924
1688945309.0265205,557034,3.1861400604248047
1688945639.9043872,557484,3.702510118484497
1688945682.6098537,557545,3.5405499935150146
1688946203.0722196,558249,3.533329963684082
1688946251.0632014,558313,3.444309949874878
1688946702.4456456,558920,3.5209200382232666
1688946875.2746077,559151,3.5099499225616455
1688946953.8869374,559255,3.3626298904418945
1688947047.9285407,559380,3.365920066833496
1688947466.9307694,559947,3.605959892272949
1688947552.5665329,560055,3.6551198959350586
1688949301.3793094,562356,3.3248701095581055
1688949426.9632301,562519,3.5112199783325195
1688950202.9500349,563521,3.610029935836792
1688950658.8338218,564107,3.225069999694824
1688951014.0231216,564556,3.641119956970215
1688951243.9895883,564855,3.4910099506378174
1688951307.1373353,564939,3.3787899017333984
1688951448.4362853,565112,3.425220012664795
1688951632.7862062,565347,3.4473400115966797
1688952121.8425112,565963,3.366309881210327
1688952573.888335,566531,3.3978700637817383
1688952596.9856207,566563,3.3176000118255615
1688953448.2167923,567627,3.4842100143432617
1688953461.7776678,567648,3.7797598838806152
1688953562.7415597,567770,3.3747100830078125
1688954490.9460368,568930,3.4379899501800537
1688954697.8742507,569195,3.2348101139068604
1688955225.7445815,569841,3.5334300994873047
1688955556.7047374,570238,3.3124101161956787
1688955809.701077,570547,3.5913400650024414
1688956002.0317938,570773,3.3157200813293457
1688957176.3297505,572184,3.620419979095459
1688957960.8160625,573113,3.3777101039886475
1688958757.0086195,574047,3.6241300106048584
1688958801.3639796,574099,3.344939947128296
1688959734.5143647,575181,3.3630900382995605
1688960816.1219912,576428,3.622450113296509
1688961717.1964245,577457,3.3661599159240723
1688962044.6035938,577827,3.547600030899048
1688963749.5897648,579766,3.628920078277588
1688963880.5380347,579909,3.3124399185180664
1688965138.8355165,581337,3.352299928665161
1688965575.274986,581829,3.316070079803467
1688965794.4127207,582078,3.5124900341033936
1688966527.7633064,582896,3.491849899291992
1688966726.7217343,583128,3.5136499404907227
1688967165.129681,583616,3.198359966278076
1688967804.5716045,584331,3.2790699005126953
1688968137.9411294,584702,3.4523000717163086
1688968582.3115869,585201,3.3680100440979004
1688968952.4234333,585606,3.65625
1688968959.0528865,585618,3.573359966278076
1688969088.221072,585755,3.2998499870300293
1688969308.6994607,586001,3.4842300415039062
1688970030.835336,586784,3.4033501148223877
1688970614.2637596,587408,3.598050117492676
1688971683.3762052,588535,3.538569927215576
1688972312.257916,589200,3.548870086669922
1688972342.703406,589235,3.3122799396514893
1688972411.245519,589311,3.718090057373047
1688972833.7320268,589755,3.527479887008667
1688973522.527806,590480,3.2498700618743896
1688973548.2217643,590504,3.3632099628448486
1688973776.6240146,590745,3.6519699096679688
1688975896.5815156,592964,3.529979944229126
1688976226.659963,593316,3.4915900230407715
1688976501.0651677,593602,3.33981990814209
1688979103.5524354,596317,3.626610040664673
1688979167.0513406,596389,3.432760000228882
1688980308.2803447,597580,3.3805699348449707
1688980532.8446057,597807,3.549030065536499
1688981145.7518942,598446,3.2945001125335693
1688982106.134529,599439,3.3649399280548096
1688982456.106182,599802,3.579819917678833
1688982477.9414148,599820,3.6884400844573975
1688982957.3887773,600318,3.555730104446411
1688983475.325611,600854,3.2522099018096924
1688984023.498971,601415,3.456739902496338
1688986030.6088336,603476,3.2773799896240234
1688986671.8443105,604121,3.418329954147339
1688986729.7019436,604181,3.709320068359375
1688989331.3607345,606799,3.3609399795532227
1688990688.887584,608159,3.379430055618286
1688991305.9773777,608764,3.26350998878479
1688991679.7838323,609137,3.457779884338379
1688992402.1423023,609857,3.434959888458252
1688993006.4055502,610461,3.715019941329956
1688993053.2958,610502,3.3891000747680664
1688993319.1609187,610758,3.366729974746704
1688994788.9397604,612206,3.3477799892425537
1688995029.698446,612444,3.369849920272827
1688995633.9431446,613036,3.4927499294281006
1688998025.1373007,614701,3.3852200508117676
1688998362.127482,614917,3.16825008392334
1689000351.4111583,616258,3.5664899349212646
1689001948.3448255,617281,3.458400011062622
1689002186.3739479,617426,3.2205801010131836
1689002621.9906003,617710,3.4699900150299072
